vuln_id,asset_id,vulnerability_name,cve,severity,cvss,exploit_available,patch_available,days_open,asset_exposure,auth_required,status,affected_component,asset_name,asset_type,environment,owner_team,business_service,internet_exposed,criticality,data_classification,edr_installed,last_seen_days,vendor_product,business_impact,customer_facing,compliance_scope,revenue_impact,rto_hours,depends_on,risk_appetite,service_dependents,effective_internet_exposed,exposure_conflict,is_synthetic_cve,edr_missing,asset_stale,exploit_available_flag,patch_available_flag,auth_required_flag,ti_match_count,ti_intel_ids,ti_actors,ti_campaigns,ti_ransomware,ti_best_maturity,ti_profile_targeted,ti_last_seen,ti_summaries,in_kev,kev_ransomware,kev_date_added,kev_required_action,actively_exploited,ransomware_linked,likelihood,likelihood_breakdown,impact,impact_breakdown,risk_score
V-2043,A-1014,JetBrains TeamCity Authentication Bypass,CVE-2024-27198,Critical,9.8,Yes,Yes,155,Internet,No,Open,Authentication Handler,teamcity-prod,Build Server,Production,DevOps,DevOps Platform,Yes,High,Source Code,No,3,JetBrains TeamCity 2023.11,"Build, deploy and monitoring toolchain offline; operational visibility lost",No,SOC 2,Medium,12,Software Delivery,Medium,0,True,False,False,True,False,True,True,False,1,TI-3009,SilentForge,Build Chain Theft,False,Weaponized,False,2026-04-21,SilentForge also exploiting JetBrains TeamCity CVE-2024-27198 authentication bypass to access build pipelines and extract secrets.,True,True,2024-03-07,Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,True,True,0.9018181818181817,"{""exposure"": {""internet_exposed"": true, ""value"": 1.0}, ""evidence_tier"": {""tier"": ""active_and_ransomware"", ""value"": 1.0, ""in_kev"": true, ""kev_ransomware"": true, ""ti_actors"": ""SilentForge"", ""ti_maturity"": ""Weaponized""}, ""cvss_multiplier"": {""cvss"": 9.8, ""value"": 0.992}, ""no_auth_required"": {""applied"": true, ""value"": 1.05}, ""profile_targeted"": {""applied"": false, ""value"": 1.0}, ""edr_missing"": {""applied"": true, ""value"": 1.2}}",0.458,"{""components"": {""asset_criticality"": {""input"": ""High"", ""score"": 0.75, ""weight"": 0.25}, ""service_revenue"": {""input"": ""Medium"", ""score"": 0.5, ""weight"": 0.25}, ""compliance"": {""input"": ""SOC 2"", ""score"": 0.5, ""weight"": 0.2}, ""customer_facing"": {""input"": ""No"", ""score"": 0.4, ""weight"": 0.1}, ""rto_urgency"": {""input"": ""12"", ""score"": 0.6, ""weight"": 0.1}, ""data_classification"": {""input"": ""Source Code"", ""score"": 0.6, ""weight"": 0.1}}, ""dependency_bonus"": {""dependents"": 0, ""value"": 0.0}, ""gateway_asset_bonus"": {""applied"": false, ""asset_type"": ""Build Server"", ""value"": 0.0}, ""environment_modifier"": {""environment"": ""Production"", ""value"": 1.0}}",41.3
V-2040,A-1013,Confluence RCE via OGNL Injection,CVE-2023-22527,Critical,10.0,Yes,Yes,200,Internet,No,Open,OGNL Template Engine,confluence-prod,Application Server,Production,Engineering,Software Delivery,Yes,High,Source Code,Yes,1,Atlassian Confluence 8.5,Product releases blocked; CI/CD pipelines offline,No,SOC 2,Medium,24,,Medium,1,True,False,False,False,False,True,True,False,1,TI-3006,RedMantis,Collaboration Breach,True,Weaponized,True,2026-04-23,Same RedMantis campaign also exploiting Confluence RCE CVE-2023-22527. Victims include engineering-heavy SaaS firms in MENA region.,True,True,2024-01-24,Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,True,True,0.8333333333333333,"{""exposure"": {""internet_exposed"": true, ""value"": 1.0}, ""evidence_tier"": {""tier"": ""active_and_ransomware"", ""value"": 1.0, ""in_kev"": true, ""kev_ransomware"": true, ""ti_actors"": ""RedMantis"", ""ti_maturity"": ""Weaponized""}, ""cvss_multiplier"": {""cvss"": 10.0, ""value"": 1.0}, ""no_auth_required"": {""applied"": true, ""value"": 1.05}, ""profile_targeted"": {""applied"": true, ""value"": 1.1}, ""edr_missing"": {""applied"": false, ""value"": 1.0}}",0.48200000000000004,"{""components"": {""asset_criticality"": {""input"": ""High"", ""score"": 0.75, ""weight"": 0.25}, ""service_revenue"": {""input"": ""Medium"", ""score"": 0.5, ""weight"": 0.25}, ""compliance"": {""input"": ""SOC 2"", ""score"": 0.5, ""weight"": 0.2}, ""customer_facing"": {""input"": ""No"", ""score"": 0.4, ""weight"": 0.1}, ""rto_urgency"": {""input"": ""24"", ""score"": 0.4, ""weight"": 0.1}, ""data_classification"": {""input"": ""Source Code"", ""score"": 0.6, ""weight"": 0.1}}, ""dependency_bonus"": {""dependents"": 1, ""value"": 0.05}, ""gateway_asset_bonus"": {""applied"": false, ""asset_type"": ""Application Server"", ""value"": 0.0}, ""environment_modifier"": {""environment"": ""Production"", ""value"": 1.0}}",40.2
V-2037,A-1012,Atlassian Jira Server-Side Template Injection,CVE-2023-22515,Critical,10.0,Yes,Yes,180,Internet,No,Open,Template Engine,jira-prod,Application Server,Production,Engineering,Software Delivery,Yes,High,Source Code,Yes,1,Atlassian Jira 9.4,Product releases blocked; CI/CD pipelines offline,No,SOC 2,Medium,24,,Medium,1,True,False,False,False,False,True,True,False,1,TI-3007,RedMantis,Collaboration Breach,True,Weaponized,True,2026-04-23,RedMantis also targeting Confluence broken access control CVE-2023-22515 to reach internal spaces containing credentials and architecture diagrams.,True,True,2023-10-05,Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable. Check all affected Confluence instances for evidence of compromise per vendor instructions and report any positive findings to CISA.,True,True,0.8333333333333333,"{""exposure"": {""internet_exposed"": true, ""value"": 1.0}, ""evidence_tier"": {""tier"": ""active_and_ransomware"", ""value"": 1.0, ""in_kev"": true, ""kev_ransomware"": true, ""ti_actors"": ""RedMantis"", ""ti_maturity"": ""Weaponized""}, ""cvss_multiplier"": {""cvss"": 10.0, ""value"": 1.0}, ""no_auth_required"": {""applied"": true, ""value"": 1.05}, ""profile_targeted"": {""applied"": true, ""value"": 1.1}, ""edr_missing"": {""applied"": false, ""value"": 1.0}}",0.48200000000000004,"{""components"": {""asset_criticality"": {""input"": ""High"", ""score"": 0.75, ""weight"": 0.25}, ""service_revenue"": {""input"": ""Medium"", ""score"": 0.5, ""weight"": 0.25}, ""compliance"": {""input"": ""SOC 2"", ""score"": 0.5, ""weight"": 0.2}, ""customer_facing"": {""input"": ""No"", ""score"": 0.4, ""weight"": 0.1}, ""rto_urgency"": {""input"": ""24"", ""score"": 0.4, ""weight"": 0.1}, ""data_classification"": {""input"": ""Source Code"", ""score"": 0.6, ""weight"": 0.1}}, ""dependency_bonus"": {""dependents"": 1, ""value"": 0.05}, ""gateway_asset_bonus"": {""applied"": false, ""asset_type"": ""Application Server"", ""value"": 0.0}, ""environment_modifier"": {""environment"": ""Production"", ""value"": 1.0}}",40.2
V-2036,A-1012,Project Management Platform RCE,CVE-SYN-2026-0004,Critical,9.7,Yes,Yes,16,Internet,No,Open,Application Server,jira-prod,Application Server,Production,Engineering,Software Delivery,Yes,High,Source Code,Yes,1,Atlassian Jira 9.4,Product releases blocked; CI/CD pipelines offline,No,SOC 2,Medium,24,,Medium,1,True,False,True,False,False,True,True,False,1,TI-3005,RedMantis,Collaboration Breach,True,Weaponized,True,2026-04-23,RedMantis is actively exploiting project management and collaboration platforms to reach engineering credentials and deployment artifacts. Ransomware deployment follows within 48-72 hours of access.,False,False,,,True,True,0.8233333333333334,"{""exposure"": {""internet_exposed"": true, ""value"": 1.0}, ""evidence_tier"": {""tier"": ""active_and_ransomware"", ""value"": 1.0, ""in_kev"": false, ""kev_ransomware"": false, ""ti_actors"": ""RedMantis"", ""ti_maturity"": ""Weaponized""}, ""cvss_multiplier"": {""cvss"": 9.7, ""value"": 0.988}, ""no_auth_required"": {""applied"": true, ""value"": 1.05}, ""profile_targeted"": {""applied"": true, ""value"": 1.1}, ""edr_missing"": {""applied"": false, ""value"": 1.0}}",0.48200000000000004,"{""components"": {""asset_criticality"": {""input"": ""High"", ""score"": 0.75, ""weight"": 0.25}, ""service_revenue"": {""input"": ""Medium"", ""score"": 0.5, ""weight"": 0.25}, ""compliance"": {""input"": ""SOC 2"", ""score"": 0.5, ""weight"": 0.2}, ""customer_facing"": {""input"": ""No"", ""score"": 0.4, ""weight"": 0.1}, ""rto_urgency"": {""input"": ""24"", ""score"": 0.4, ""weight"": 0.1}, ""data_classification"": {""input"": ""Source Code"", ""score"": 0.6, ""weight"": 0.1}}, ""dependency_bonus"": {""dependents"": 1, ""value"": 0.05}, ""gateway_asset_bonus"": {""applied"": false, ""asset_type"": ""Application Server"", ""value"": 0.0}, ""environment_modifier"": {""environment"": ""Production"", ""value"": 1.0}}",39.7
V-2005,A-1002,API Authentication Bypass,CVE-SYN-2026-0002,Critical,9.6,Yes,Yes,9,Internet,No,Open,API Gateway,idv-gateway-prod,API Server,Production,Identity Team,Identity Verification,Yes,Critical,Customer PII,Yes,1,Node.js 18 / Ubuntu 22.04,KYC and onboarding fails; regulatory obligations at risk,Yes,"GDPR, UAE PDPL",Critical,1,,Very Low,1,True,False,True,False,False,True,True,False,1,TI-3004,BlueRaven,API Ghost,False,Proof of Concept,True,2026-04-18,Researchers have observed proof-of-concept exploitation of API authentication bypass vulnerabilities against exposed payment and identity gateways. No confirmed ransomware link.,False,False,,,False,False,0.4919999999999998,"{""exposure"": {""internet_exposed"": true, ""value"": 1.0}, ""evidence_tier"": {""tier"": ""poc_exploit_only"", ""value"": 0.6, ""in_kev"": false, ""kev_ransomware"": false, ""ti_actors"": ""BlueRaven"", ""ti_maturity"": ""Proof of Concept""}, ""cvss_multiplier"": {""cvss"": 9.6, ""value"": 0.984}, ""no_auth_required"": {""applied"": true, ""value"": 1.05}, ""profile_targeted"": {""applied"": true, ""value"": 1.1}, ""edr_missing"": {""applied"": false, ""value"": 1.0}}",0.8,"{""components"": {""asset_criticality"": {""input"": ""Critical"", ""score"": 1.0, ""weight"": 0.25}, ""service_revenue"": {""input"": ""Critical"", ""score"": 1.0, ""weight"": 0.25}, ""compliance"": {""input"": ""GDPR, UAE PDPL"", ""score"": 0.8, ""weight"": 0.2}, ""customer_facing"": {""input"": ""Yes"", ""score"": 1.0, ""weight"": 0.1}, ""rto_urgency"": {""input"": ""1"", ""score"": 1.0, ""weight"": 0.1}, ""data_classification"": {""input"": ""Customer PII"", ""score"": 0.9, ""weight"": 0.1}}, ""dependency_bonus"": {""dependents"": 1, ""value"": 0.05}, ""gateway_asset_bonus"": {""applied"": false, ""asset_type"": ""API Server"", ""value"": 0.0}, ""environment_modifier"": {""environment"": ""Production"", ""value"": 1.0}}",39.4
V-2047,A-1015,PHP CGI Argument Injection,CVE-2024-4577,Critical,9.8,Yes,Yes,30,Internet,No,Open,PHP CGI,hr-portal-prod,Web Application,Production,HR Team,Employee Services,Yes,High,Employee PII,Yes,2,PHP 8.1 / Apache 2.4 / Ubuntu 22.04,HR workflows and payroll processing impacted; employee data at risk,No,GDPR,Medium,12,,Low,0,True,False,False,False,False,True,True,False,2,"TI-3013, TI-3016","AmberFox, GrayLotus","CMS Spray, HR Data Theft",False,Commodity Exploit,False,2026-04-12,AmberFox also observed leveraging PHP CGI injection CVE-2024-4577 on HR portal systems running PHP. | Same GrayLotus botnet also exploiting PHP CVE-2024-4577 on CMS hosts. High volume but lower sophistication.,True,True,2024-06-12,Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,True,True,0.7515151515151514,"{""exposure"": {""internet_exposed"": true, ""value"": 1.0}, ""evidence_tier"": {""tier"": ""active_and_ransomware"", ""value"": 1.0, ""in_kev"": true, ""kev_ransomware"": true, ""ti_actors"": ""AmberFox, GrayLotus"", ""ti_maturity"": ""Commodity Exploit""}, ""cvss_multiplier"": {""cvss"": 9.8, ""value"": 0.992}, ""no_auth_required"": {""applied"": true, ""value"": 1.05}, ""profile_targeted"": {""applied"": false, ""value"": 1.0}, ""edr_missing"": {""applied"": false, ""value"": 1.0}}",0.522,"{""components"": {""asset_criticality"": {""input"": ""High"", ""score"": 0.75, ""weight"": 0.25}, ""service_revenue"": {""input"": ""Medium"", ""score"": 0.5, ""weight"": 0.25}, ""compliance"": {""input"": ""GDPR"", ""score"": 0.8, ""weight"": 0.2}, ""customer_facing"": {""input"": ""No"", ""score"": 0.4, ""weight"": 0.1}, ""rto_urgency"": {""input"": ""12"", ""score"": 0.6, ""weight"": 0.1}, ""data_classification"": {""input"": ""Employee PII"", ""score"": 0.8, ""weight"": 0.1}}, ""dependency_bonus"": {""dependents"": 0, ""value"": 0.0}, ""gateway_asset_bonus"": {""applied"": false, ""asset_type"": ""Web Application"", ""value"": 0.0}, ""environment_modifier"": {""environment"": ""Production"", ""value"": 1.0}}",39.2
V-2044,A-1014,JetBrains TeamCity Path Traversal,CVE-2024-27199,High,7.3,Yes,Yes,155,Internet,No,Open,File Handler,teamcity-prod,Build Server,Production,DevOps,DevOps Platform,Yes,High,Source Code,No,3,JetBrains TeamCity 2023.11,"Build, deploy and monitoring toolchain offline; operational visibility lost",No,SOC 2,Medium,12,Software Delivery,Medium,0,True,False,False,True,False,True,True,False,0,,,,False,Not Applicable,False,,,True,True,2026-04-20,"Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable.",True,True,0.8109090909090907,"{""exposure"": {""internet_exposed"": true, ""value"": 1.0}, ""evidence_tier"": {""tier"": ""active_and_ransomware"", ""value"": 1.0, ""in_kev"": true, ""kev_ransomware"": true, ""ti_actors"": """", ""ti_maturity"": ""Not Applicable""}, ""cvss_multiplier"": {""cvss"": 7.3, ""value"": 0.892}, ""no_auth_required"": {""applied"": true, ""value"": 1.05}, ""profile_targeted"": {""applied"": false, ""value"": 1.0}, ""edr_missing"": {""applied"": true, ""value"": 1.2}}",0.458,"{""components"": {""asset_criticality"": {""input"": ""High"", ""score"": 0.75, ""weight"": 0.25}, ""service_revenue"": {""input"": ""Medium"", ""score"": 0.5, ""weight"": 0.25}, ""compliance"": {""input"": ""SOC 2"", ""score"": 0.5, ""weight"": 0.2}, ""customer_facing"": {""input"": ""No"", ""score"": 0.4, ""weight"": 0.1}, ""rto_urgency"": {""input"": ""12"", ""score"": 0.6, ""weight"": 0.1}, ""data_classification"": {""input"": ""Source Code"", ""score"": 0.6, ""weight"": 0.1}}, ""dependency_bonus"": {""dependents"": 0, ""value"": 0.0}, ""gateway_asset_bonus"": {""applied"": false, ""asset_type"": ""Build Server"", ""value"": 0.0}, ""environment_modifier"": {""environment"": ""Production"", ""value"": 1.0}}",37.1
V-2002,A-1001,OpenSSH Unauthenticated RCE (regreSSHion),CVE-2024-6387,High,8.1,Yes,Yes,42,Internet,No,Open,OpenSSH,auth-gateway-prod-01,Web Server,Production,Identity Team,Customer Login,Yes,Critical,Customer PII,Yes,1,nginx 1.22 / Ubuntu 22.04,Users cannot authenticate to the customer portal; all customer-facing transactions blocked,Yes,GDPR,Critical,1,Identity Verification,Very Low,3,True,False,False,False,False,True,True,False,0,,,,False,Not Applicable,False,,,False,False,,,False,False,0.4199999999999998,"{""exposure"": {""internet_exposed"": true, ""value"": 1.0}, ""evidence_tier"": {""tier"": ""poc_exploit_only"", ""value"": 0.6, ""in_kev"": false, ""kev_ransomware"": false, ""ti_actors"": """", ""ti_maturity"": ""Not Applicable""}, ""cvss_multiplier"": {""cvss"": 8.1, ""value"": 0.924}, ""no_auth_required"": {""applied"": true, ""value"": 1.05}, ""profile_targeted"": {""applied"": false, ""value"": 1.0}, ""edr_missing"": {""applied"": false, ""value"": 1.0}}",0.8799999999999999,"{""components"": {""asset_criticality"": {""input"": ""Critical"", ""score"": 1.0, ""weight"": 0.25}, ""service_revenue"": {""input"": ""Critical"", ""score"": 1.0, ""weight"": 0.25}, ""compliance"": {""input"": ""GDPR"", ""score"": 0.8, ""weight"": 0.2}, ""customer_facing"": {""input"": ""Yes"", ""score"": 1.0, ""weight"": 0.1}, ""rto_urgency"": {""input"": ""1"", ""score"": 1.0, ""weight"": 0.1}, ""data_classification"": {""input"": ""Customer PII"", ""score"": 0.9, ""weight"": 0.1}}, ""dependency_bonus"": {""dependents"": 3, ""value"": 0.15}, ""gateway_asset_bonus"": {""applied"": false, ""asset_type"": ""Web Server"", ""value"": 0.0}, ""environment_modifier"": {""environment"": ""Production"", ""value"": 1.0}}",37.0
V-2033,A-1011,Apache Tomcat Partial PUT RCE,CVE-2025-24813,Critical,9.8,Yes,Yes,21,Internet,No,Open,Tomcat Server,crm-app-prod,Application Server,Production,Sales Ops,CRM Platform,Yes,High,Customer PII,Yes,2,Java 11 / Tomcat 9 / Ubuntu 20.04,Sales pipeline and customer support workflows disrupted,Yes,GDPR,Medium,8,Customer Login,Medium,0,True,False,False,False,False,True,True,False,0,,,,False,Not Applicable,False,,,True,False,2025-04-01,"Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable.",True,False,0.6387878787878787,"{""exposure"": {""internet_exposed"": true, ""value"": 1.0}, ""evidence_tier"": {""tier"": ""actively_exploited"", ""value"": 0.85, ""in_kev"": true, ""kev_ransomware"": false, ""ti_actors"": """", ""ti_maturity"": ""Not Applicable""}, ""cvss_multiplier"": {""cvss"": 9.8, ""value"": 0.992}, ""no_auth_required"": {""applied"": true, ""value"": 1.05}, ""profile_targeted"": {""applied"": false, ""value"": 1.0}, ""edr_missing"": {""applied"": false, ""value"": 1.0}}",0.5780000000000001,"{""components"": {""asset_criticality"": {""input"": ""High"", ""score"": 0.75, ""weight"": 0.25}, ""service_revenue"": {""input"": ""Medium"", ""score"": 0.5, ""weight"": 0.25}, ""compliance"": {""input"": ""GDPR"", ""score"": 0.8, ""weight"": 0.2}, ""customer_facing"": {""input"": ""Yes"", ""score"": 1.0, ""weight"": 0.1}, ""rto_urgency"": {""input"": ""8"", ""score"": 0.6, ""weight"": 0.1}, ""data_classification"": {""input"": ""Customer PII"", ""score"": 0.9, ""weight"": 0.1}}, ""dependency_bonus"": {""dependents"": 0, ""value"": 0.0}, ""gateway_asset_bonus"": {""applied"": false, ""asset_type"": ""Application Server"", ""value"": 0.0}, ""environment_modifier"": {""environment"": ""Production"", ""value"": 1.0}}",36.9
V-2092,A-1038,Fortinet SSL-VPN Heap Buffer Overflow RCE,CVE-2024-21762,Critical,9.8,Yes,Yes,27,Internet,No,Open,VPN Firmware,vpn-staging,VPN Gateway,Staging,Network Team,Remote Access,Yes,Medium,Staging Access,No,10,Fortinet FortiGate 7.2.5,Remote employees and administrators lose secure network access,No,ISO 27001,High,2,,Low,0,True,False,False,True,False,True,True,False,1,TI-3001,CrimsonJackal,Gateway Breaker,True,Weaponized,True,2026-04-22,Active exploitation of Fortinet SSL-VPN CVE-2024-21762 observed against financial services and fintech firms in the Gulf region. Initial access leads to internal lateral movement and ransomware staging.,True,True,2024-02-09,Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,True,True,0.9919999999999999,"{""exposure"": {""internet_exposed"": true, ""value"": 1.0}, ""evidence_tier"": {""tier"": ""active_and_ransomware"", ""value"": 1.0, ""in_kev"": true, ""kev_ransomware"": true, ""ti_actors"": ""CrimsonJackal"", ""ti_maturity"": ""Weaponized""}, ""cvss_multiplier"": {""cvss"": 9.8, ""value"": 0.992}, ""no_auth_required"": {""applied"": true, ""value"": 1.05}, ""profile_targeted"": {""applied"": true, ""value"": 1.1}, ""edr_missing"": {""applied"": true, ""value"": 1.2}}",0.37099999999999994,"{""components"": {""asset_criticality"": {""input"": ""Medium"", ""score"": 0.5, ""weight"": 0.25}, ""service_revenue"": {""input"": ""High"", ""score"": 0.75, ""weight"": 0.25}, ""compliance"": {""input"": ""ISO 27001"", ""score"": 0.5, ""weight"": 0.2}, ""customer_facing"": {""input"": ""No"", ""score"": 0.4, ""weight"": 0.1}, ""rto_urgency"": {""input"": ""2"", ""score"": 0.8, ""weight"": 0.1}, ""data_classification"": {""input"": ""Staging Access"", ""score"": 0.3, ""weight"": 0.1}}, ""dependency_bonus"": {""dependents"": 0, ""value"": 0.0}, ""gateway_asset_bonus"": {""applied"": true, ""asset_type"": ""VPN Gateway"", ""value"": 0.1}, ""environment_modifier"": {""environment"": ""Staging"", ""value"": 0.7}}",36.8
V-2041,A-1013,Confluence Broken Access Control,CVE-2023-22518,Critical,10.0,Yes,Yes,200,Internet,No,Open,Access Control,confluence-prod,Application Server,Production,Engineering,Software Delivery,Yes,High,Source Code,Yes,1,Atlassian Confluence 8.5,Product releases blocked; CI/CD pipelines offline,No,SOC 2,Medium,24,,Medium,1,True,False,False,False,False,True,True,False,0,,,,False,Not Applicable,False,,,True,True,2023-11-07,Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,True,True,0.7575757575757575,"{""exposure"": {""internet_exposed"": true, ""value"": 1.0}, ""evidence_tier"": {""tier"": ""active_and_ransomware"", ""value"": 1.0, ""in_kev"": true, ""kev_ransomware"": true, ""ti_actors"": """", ""ti_maturity"": ""Not Applicable""}, ""cvss_multiplier"": {""cvss"": 10.0, ""value"": 1.0}, ""no_auth_required"": {""applied"": true, ""value"": 1.05}, ""profile_targeted"": {""applied"": false, ""value"": 1.0}, ""edr_missing"": {""applied"": false, ""value"": 1.0}}",0.48200000000000004,"{""components"": {""asset_criticality"": {""input"": ""High"", ""score"": 0.75, ""weight"": 0.25}, ""service_revenue"": {""input"": ""Medium"", ""score"": 0.5, ""weight"": 0.25}, ""compliance"": {""input"": ""SOC 2"", ""score"": 0.5, ""weight"": 0.2}, ""customer_facing"": {""input"": ""No"", ""score"": 0.4, ""weight"": 0.1}, ""rto_urgency"": {""input"": ""24"", ""score"": 0.4, ""weight"": 0.1}, ""data_classification"": {""input"": ""Source Code"", ""score"": 0.6, ""weight"": 0.1}}, ""dependency_bonus"": {""dependents"": 1, ""value"": 0.05}, ""gateway_asset_bonus"": {""applied"": false, ""asset_type"": ""Application Server"", ""value"": 0.0}, ""environment_modifier"": {""environment"": ""Production"", ""value"": 1.0}}",36.5
V-2010,A-1003,OpenSSH Unauthenticated RCE (regreSSHion),CVE-2024-6387,High,8.1,Yes,Yes,41,Internet,No,Open,OpenSSH,payment-api-prod-01,API Server,Production,Payments Team,Payment Processing,Yes,Critical,Payment Card Data,Yes,1,Node.js 20 / Ubuntu 22.04,Payments and fund transfers fail; PCI DSS breach obligations triggered,Yes,PCI DSS,Critical,1,"Customer Login, Fraud Detection",Very Low,1,True,False,False,False,False,True,True,False,0,,,,False,Not Applicable,False,,,False,False,,,False,False,0.4199999999999998,"{""exposure"": {""internet_exposed"": true, ""value"": 1.0}, ""evidence_tier"": {""tier"": ""poc_exploit_only"", ""value"": 0.6, ""in_kev"": false, ""kev_ransomware"": false, ""ti_actors"": """", ""ti_maturity"": ""Not Applicable""}, ""cvss_multiplier"": {""cvss"": 8.1, ""value"": 0.924}, ""no_auth_required"": {""applied"": true, ""value"": 1.05}, ""profile_targeted"": {""applied"": false, ""value"": 1.0}, ""edr_missing"": {""applied"": false, ""value"": 1.0}}",0.8399999999999999,"{""components"": {""asset_criticality"": {""input"": ""Critical"", ""score"": 1.0, ""weight"": 0.25}, ""service_revenue"": {""input"": ""Critical"", ""score"": 1.0, ""weight"": 0.25}, ""compliance"": {""input"": ""PCI DSS"", ""score"": 1.0, ""weight"": 0.2}, ""customer_facing"": {""input"": ""Yes"", ""score"": 1.0, ""weight"": 0.1}, ""rto_urgency"": {""input"": ""1"", ""score"": 1.0, ""weight"": 0.1}, ""data_classification"": {""input"": ""Payment Card Data"", ""score"": 1.0, ""weight"": 0.1}}, ""dependency_bonus"": {""dependents"": 1, ""value"": 0.05}, ""gateway_asset_bonus"": {""applied"": false, ""asset_type"": ""API Server"", ""value"": 0.0}, ""environment_modifier"": {""environment"": ""Production"", ""value"": 1.0}}",35.3
V-2013,A-1004,OpenSSH Unauthenticated RCE (regreSSHion),CVE-2024-6387,High,8.1,Yes,Yes,41,Internet,No,Open,OpenSSH,payment-api-prod-02,API Server,Production,Payments Team,Payment Processing,Yes,Critical,Payment Card Data,Yes,1,Node.js 20 / Ubuntu 22.04,Payments and fund transfers fail; PCI DSS breach obligations triggered,Yes,PCI DSS,Critical,1,"Customer Login, Fraud Detection",Very Low,1,True,False,False,False,False,True,True,False,0,,,,False,Not Applicable,False,,,False,False,,,False,False,0.4199999999999998,"{""exposure"": {""internet_exposed"": true, ""value"": 1.0}, ""evidence_tier"": {""tier"": ""poc_exploit_only"", ""value"": 0.6, ""in_kev"": false, ""kev_ransomware"": false, ""ti_actors"": """", ""ti_maturity"": ""Not Applicable""}, ""cvss_multiplier"": {""cvss"": 8.1, ""value"": 0.924}, ""no_auth_required"": {""applied"": true, ""value"": 1.05}, ""profile_targeted"": {""applied"": false, ""value"": 1.0}, ""edr_missing"": {""applied"": false, ""value"": 1.0}}",0.8399999999999999,"{""components"": {""asset_criticality"": {""input"": ""Critical"", ""score"": 1.0, ""weight"": 0.25}, ""service_revenue"": {""input"": ""Critical"", ""score"": 1.0, ""weight"": 0.25}, ""compliance"": {""input"": ""PCI DSS"", ""score"": 1.0, ""weight"": 0.2}, ""customer_facing"": {""input"": ""Yes"", ""score"": 1.0, ""weight"": 0.1}, ""rto_urgency"": {""input"": ""1"", ""score"": 1.0, ""weight"": 0.1}, ""data_classification"": {""input"": ""Payment Card Data"", ""score"": 1.0, ""weight"": 0.1}}, ""dependency_bonus"": {""dependents"": 1, ""value"": 0.05}, ""gateway_asset_bonus"": {""applied"": false, ""asset_type"": ""API Server"", ""value"": 0.0}, ""environment_modifier"": {""environment"": ""Production"", ""value"": 1.0}}",35.3
